data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Average,0.0314028478084339,0,,,0,,1,0,0,0,0,0.25,0,0,0,0,0,,,0,0,0,0.666666666666667,0,,0,,,0,0,0,0.333333333333333,0,,0,2,,0,,0,,0,,0,1.66666666666667,0.25,,0,,0,0
3. 4-6 months,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.00805105246071764,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0.666666666666667,0,,0.333333333333333,,,0,0,0.25,0,0,,0,0,,0,,0,,0,,0,0,0.25,,0,,0,0
4. More than 6 months,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0256891106488863,0,,,0,,0,0,0,0,0,0,0,0,0,0,0.25,,,0,0,0,0,0,,0.333333333333333,,,0,0,0,0,0,,0,0,,0,,0,,0,,0,0,0.25,,0,,0,0
5. Entire 2018-2019 school year ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0723555903958471,0.666666666666667,,,0,,0,0,1,0,0,0,0,0,0,0,0,,,0.142857142857143,0,0,0,0,,0,,,0,0,0,0.666666666666667,0,,0,0,,0,,0,,1,,1,0,0,,0,,0,0
notattending_notenrolled_school_female_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.182356327797298,1,,,0,,1,0,1,0,0,0.25,1,0,0,2,0.5,,,0.142857142857143,0,0,1.33333333333333,0,,0.666666666666667,,,0,0,0.25,1,0,,0,2,,0,,0,,1,,1,1.66666666666667,0.75,,0,,0,0
Have any children in your household ever faced any of these issues when attending school?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. No issues faced by children in the household when attending school,64,81,0,0,89,46,36,63,75,72,62,92,92,89,92,38,50,53,34,38,98,42,46,100,91,0,74,51,52,29,58,5,78,50,90,88,68,89,42,46,58,0,17,68,28,36,44,91,37,33,91
2. Lack of functioning latrines,22,1,10,9,7,20,26,26,1,21,31,2,4,4,2,38,20,21,49,53,0,16,9,0,2,93,3,35,29,43,34,76,11,24,2,2,4,2,37,15,6,83,67,25,60,50,41,9,20,38,0
3. Lack of separate and safe toilets for boys and girls,11,2,86,92,2,12,21,23,8,0,23,0,0,7,2,3,9,18,35,13,0,4,12,0,0,95,1,21,19,2,3,57,8,3,2,2,2,6,37,31,9,89,75,0,55,1,6,9,33,11,0
10. Sexual violence or harassment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5. Lack of accessibility for students living with disabilities,2,0,0,0,2,0,5,3,1,4,0,2,1,0,0,0,0,5,1,0,0,3,7,0,0,3,0,2,0,0,1,5,0,3,0,0,4,0,0,0,7,0,3,1,2,1,0,9,3,20,0
11. Discrimination,1,4,0,0,0,0,18,3,1,0,0,0,0,0,0,0,6,3,1,1,2,0,4,0,0,3,3,0,2,0,1,14,0,0,0,5,2,0,1,0,0,17,0,0,2,1,0,0,0,9,0
7. Poor quality of teachers,16,8,100,97,5,27,26,9,16,19,15,6,4,4,3,11,34,42,18,26,0,49,25,0,7,7,16,10,13,11,15,29,8,44,5,5,29,4,10,8,41,11,14,24,12,17,6,0,13,53,9
12. Attempted recruitment by armed actors,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0
4. Lack of clean water,21,4,13,7,9,20,15,17,8,21,27,0,7,4,7,41,17,24,49,45,0,14,30,0,5,30,1,38,27,43,22,14,11,9,2,7,11,2,35,8,9,6,39,7,5,44,19,9,17,27,0
Other (specify),1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,15,0,0,0,0,5,0,0,0,0,0,0
6. Overcrowding,15,14,10,9,2,27,31,3,12,21,0,4,4,0,5,32,16,37,18,32,0,39,18,0,3,77,20,13,17,18,22,71,10,24,3,5,21,4,13,15,36,89,11,13,15,37,3,0,37,38,0
Don't know,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,5,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
8. Violence from teachers (excluding sexual violence or harassment),5,1,0,0,0,2,10,6,0,11,19,0,0,0,0,0,5,5,4,4,0,4,0,0,0,8,3,3,0,0,0,5,2,0,2,0,21,0,1,0,26,0,0,0,0,1,0,0,3,22,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13. School building conversion into other purposes (displaced accommodation, military barracks, etc.)",1,0,0,0,2,2,3,0,0,0,4,0,1,0,0,0,3,3,4,1,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,17,0,0
9. Bullying/violence from other students (excluding sexual violence or harassment),2,2,0,0,0,2,8,0,1,0,0,0,0,0,0,0,3,16,6,4,0,1,11,0,0,0,3,3,0,0,6,14,2,0,0,0,9,0,3,0,17,0,8,0,8,19,0,0,3,29,0
"Of the school-aged children who are neither enrolled in school nor attending school, why are they not attending school?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4. Problems with safety and security,10,50,,0,22,,12,33,0,0,0,0,0,33,0,0,22,,0,33,0,0,17,0,,11,0,,0,0,20,0,5,,17,0,,0,33,0,,0,0,50,71,0,0,0,0,0,0
"5. Problems with child's health or behavior, lack of documentation, child marriage or pregnancy, discrimination, or the need for the child to work at home or for a salary",12,0,,0,11,,38,0,50,0,0,17,0,0,0,0,11,,40,33,11,0,17,0,,44,100,,0,0,20,17,0,,17,0,,0,0,0,,100,100,50,0,75,0,0,0,0,0
Don't know,30,0,,0,0,,0,0,0,50,0,50,0,67,25,0,0,,0,33,44,33,25,100,,0,0,,33,0,20,17,0,,67,50,,40,0,0,,0,0,0,0,25,0,100,0,33,33
Prefer not to answer,20,25,,0,0,,0,33,0,50,100,17,0,0,75,0,11,,20,0,11,33,0,0,,11,0,,0,100,0,17,0,,0,0,,0,33,100,,0,0,0,0,0,0,0,33,0,0
"3. Problems with quality, curriculum, or capacity",1,25,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,33,8,0,,22,0,,0,0,0,0,20,,0,0,,0,0,0,,0,0,0,0,0,50,0,0,0,0
"1. Problems with school infrastructure, or school is used for other purpose",13,0,,0,67,,12,33,0,0,0,0,50,0,0,100,44,,20,0,0,0,17,0,,0,0,,33,0,20,0,85,,0,0,,20,0,0,,0,0,0,0,0,50,0,33,67,0
Other (specify),6,0,,100,0,,0,0,50,0,0,0,0,0,0,0,22,,20,0,11,0,8,0,,11,50,,33,0,20,50,0,,0,0,,0,33,0,,0,0,0,43,0,0,0,0,0,0
"2. Problems with means, transport, materials, or food",9,0,,0,0,,38,0,0,0,0,17,50,0,0,0,0,,0,11,22,0,8,0,,0,0,,0,0,20,17,15,,0,50,,40,0,0,,0,0,0,0,0,0,0,33,17,67
What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Lack of basic amenities at school (potable water, heat, electricity)",100,,,,100,,100,100,,,,,100,,,100,100,,100,,,,100,,,,,,100,,100,,94,,,,,100,,,,,,,,,100,,0,100,
2. Lack of infrastructure (school buildings or classrooms) to accommodate all children,5,,,,0,,0,0,,,,,0,,,0,25,,0,,,,0,,,,,,0,,100,,29,,,,,0,,,,,,,,,0,,0,25,
4. Local schools overcrowded/lack of space in local schools,20,,,,0,,0,0,,,,,0,,,0,0,,100,,,,0,,,,,,0,,0,,0,,,,,0,,,,,,,,,0,,100,25,
5. School is used for other purpose,0,,,,0,,0,0,,,,,0,,,0,0,,0,,,,0,,,,,,0,,0,,0,,,,,0,,,,,,,,,0,,0,0,
3. Lack of latrines separated by sex,20,,,,0,,0,0,,,,,0,,,0,0,,100,,,,0,,,,,,0,,0,,6,,,,,0,,,,,,,,,0,,0,25,
"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. Lack of teaching and learning materials or supplies,1,,,,,,0,,,,,0,0,,,,,,,0,0,,0,,,,,,,,0,0,67,,,0,,0,,,,,,,,,,,100,0,0
2. School fees or costs,81,,,,,,33,,,,,0,0,,,,,,,100,0,,0,,,,,,,,100,100,33,,,100,,100,,,,,,,,,,,0,100,0
1. Distance or transport constraint,22,,,,,,67,,,,,100,100,,,,,,,0,100,,100,,,,,,,,0,0,33,,,100,,0,,,,,,,,,,,0,100,100
4. Lack of food,29,,,,,,100,,,,,0,0,,,,,,,100,0,,0,,,,,,,,0,0,0,,,0,,0,,,,,,,,,,,100,0,0
"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4. Poor quality of teaching,54,0,,,,,,,,,,,,,,,,,,,,100,,,,50,,,,,,,25,,,,,,,,,,,,,,100,,,,
"2. One or more school level is not available (pre-primary, primary, secondary, tertiary).",9,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,100,,,,,,,,,,,,,,0,,,,
5. Education is not seen as useful,17,100,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,
1. Language,0,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,
6. What is taught is not culturally or age appropriate,0,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,
3. Lack of teachers,76,0,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,,,,25,,,,,,,,,,,,,,0,,,,
What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2. The child joined an armed group or military.,11,50,,,0,,0,0,,,,,,0,,,50,,,0,,,0,,,0,,,,,0,,0,,0,,,,0,,,,,0,0,,,,,,
4. Displaced by conflict,3,0,,,50,,0,0,,,,,,0,,,0,,,0,,,100,,,0,,,,,100,,100,,0,,,,0,,,,,0,20,,,,,,
1. Insecurity on the way to school or in the area (real or perceived),84,50,,,50,,100,100,,,,,,100,,,50,,,100,,,50,,,100,,,,,0,,100,,100,,,,100,,,,,50,80,,,,,,
3. Violence at school,3,0,,,0,,0,0,,,,,,0,,,0,,,0,,,0,,,0,,,,,0,,0,,0,,,,0,,,,,50,0,,,,,,
5. Displaced by natural disaster,0,0,,,0,,0,0,,,,,,0,,,0,,,0,,,0,,,0,,,,,0,,0,,0,,,,0,,,,,0,20,,,,,,
"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. The child has a prolonged illness.,8,,,,0,,33,,0,,,0,,,,,,,0,0,,,0,,,25,0,,,,0,0,,,,,,,,,,0,0,100,,0,,,,,
"8. The child is pregnant, lactating, or has a child of her own.",0,,,,0,,0,,0,,,0,,,,,,,0,0,,,0,,,0,0,,,,0,0,,,,,,,,,,0,0,0,,33,,,,,
"6. Social discrimination (due to ethnicity, religion, poverty, gender, health, disability, or other)",1,,,,0,,0,,0,,,0,,,,,,,0,0,,,0,,,0,100,,,,100,0,,,,,,,,,,0,0,0,,0,,,,,
5. Child marriage,0,,,,0,,0,,0,,,0,,,,,,,0,0,,,0,,,0,0,,,,0,0,,,,,,,,,,0,0,0,,0,,,,,
10. The child works.,36,,,,0,,0,,0,,,0,,,,,,,50,67,,,50,,,25,0,,,,0,0,,,,,,,,,,50,0,0,,0,,,,,
9. The child is busy with chores.,12,,,,0,,0,,0,,,0,,,,,,,0,33,,,0,,,0,0,,,,0,100,,,,,,,,,,50,0,0,,67,,,,,
3. The child has been displaced,1,,,,0,,0,,0,,,0,,,,,,,0,0,,,50,,,0,0,,,,100,0,,,,,,,,,,50,0,0,,0,,,,,
4. Lack of documentation,0,,,,0,,33,,0,,,0,,,,,,,0,0,,,0,,,0,100,,,,0,0,,,,,,,,,,0,0,0,,0,,,,,
7. Suspended or expelled for performance or behaviour issues,14,,,,0,,0,,0,,,100,,,,,,,0,0,,,0,,,0,0,,,,0,0,,,,,,,,,,0,100,0,,0,,,,,
2. The child has a disability (access issue).,45,,,,100,,33,,100,,,100,,,,,,,50,0,,,0,,,50,0,,,,0,0,,,,,,,,,,0,0,50,,0,,,,,
Has your household experienced barriers to re-enrollment?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Other (specify),64,,,,100,,,,,,,,,,,,,,,,,,50,,,,,,,,0,,0,,,,,,,,,,,,0,,,,,,
"2. Yes, lack necessary documentation",20,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,100,,,,,,,,,,,,100,,,,,,
"3. Yes, missed enrollment period due to displacement",10,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,100,,0,,,,,,,,,,,,0,,,,,,
"1. No, have not attempted to re-enroll",7,,,,0,,,,,,,,,,,,,,,,,,50,,,,,,,,0,,0,,,,,,,,,,,,0,,,,,,
"Are the children in your household attending any kind of non-formal education, in other words, education that is completely out of the formal school system?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Don't know,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
No,62,78,80,44,64,41,69,86,69,68,77,67,85,86,48,58,80,82,44,60,85,29,95,31,41,59,67,29,40,84,79,78,93,29,83,74,50,72,28,77,42,58,17,43,68,72,58,93,53,51,76
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4. Yes, non-formal education classes provided by private-sector businesses",23,11,17,56,20,7,3,11,19,25,12,18,8,0,34,24,5,13,29,28,10,53,3,66,41,39,19,27,0,9,4,22,3,53,13,26,34,26,27,8,41,42,33,9,12,15,6,0,13,42,9
"3. Yes, non-formal education classes provided by the community",4,0,0,0,2,7,3,0,1,2,12,4,0,7,0,5,0,5,0,3,2,1,0,0,0,2,0,5,6,0,3,0,1,0,2,0,45,0,1,0,38,0,0,13,5,0,3,0,0,0,3
"6. Yes, assistance from NGOs or other outside actors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"2. Yes, non-formal education classes provided by a public school ",5,2,0,0,24,2,0,0,0,8,0,10,8,11,0,11,12,3,27,1,3,14,0,0,0,0,0,0,8,2,1,0,4,0,3,0,0,0,46,0,3,0,50,0,0,0,30,0,3,0,6
"5. Yes, self-learning or homeschooling",10,9,3,0,4,37,26,3,18,2,0,0,0,4,47,3,0,3,0,14,0,30,0,65,53,0,16,41,46,5,12,0,0,35,0,0,2,2,1,0,0,0,3,47,24,13,3,7,27,9,9
Other (specify),0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
What was the main source of drinking water used by members of this household over the past 30 days?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. Public network (connected to the shelter),47,46,0,0,80,94,95,39,29,53,27,97,71,97,86,88,4,77,50,18,99,67,1,85,74,93,55,10,22,69,4,89,1,91,47,38,97,52,76,0,96,87,64,94,100,2,91,89,97,95,100
2. Bottled water,33,29,100,100,7,6,5,48,30,7,48,0,14,0,9,0,55,20,21,33,0,0,57,12,19,2,21,88,72,0,57,5,24,0,48,59,0,46,8,46,4,9,6,6,0,69,0,11,3,5,0
"5. Protected well (e.g., in your house or in the mosque)",11,17,0,0,9,0,0,8,23,37,10,0,14,0,0,1,3,3,15,4,0,32,2,0,0,0,17,1,2,6,0,0,0,9,0,0,3,0,4,46,0,0,11,0,0,0,6,0,0,0,0
3. Water trucking,7,0,0,0,3,0,0,0,0,1,2,1,0,2,6,11,26,0,12,40,1,0,37,4,7,4,1,0,3,25,32,5,69,0,4,1,0,1,7,0,0,4,13,0,0,27,3,0,0,0,0
6. Unprotected well,1,0,0,0,0,0,0,3,0,2,10,0,1,0,0,0,1,0,2,4,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,8,0,0,4,0,0,0,0,0,0,0,0
4. Tap accessible to the public  ,1,8,0,0,1,0,0,0,17,0,2,0,0,2,0,0,7,0,0,0,0,0,4,0,0,0,6,1,0,0,1,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
8. Rainwater,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How far is the main source of drinking water from your dwelling?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. Up to 100m,44,11,0,0,54,0,0,82,17,72,70,0,45,100,0,0,17,92,41,15,,40,38,0,0,0,19,3,4,0,11,0,13,40,70,55,100,67,53,79,100,0,45,0,,16,0,0,0,0,
6. 500m or more,16,5,93,95,15,67,50,0,6,2,9,0,6,0,0,0,59,8,3,18,,0,35,0,0,0,11,62,62,0,41,0,71,0,9,13,0,5,6,4,0,0,0,0,,32,0,50,0,0,
2. 101-200m,15,42,1,0,8,0,0,11,28,5,2,0,21,0,12,100,8,0,41,40,,54,8,0,22,50,31,4,6,0,31,0,10,60,15,19,0,13,24,12,0,50,27,33,,30,0,0,0,33,
3. 201-300m,10,18,3,3,0,0,0,3,15,10,12,0,6,0,50,0,6,0,8,20,,6,14,31,44,50,14,13,5,100,9,100,0,0,2,6,0,0,12,4,0,0,18,67,,5,75,0,0,33,
5. 401-500m,9,5,1,2,23,33,0,3,6,0,2,100,6,0,25,0,4,0,0,2,,0,0,31,11,0,6,11,19,0,6,0,3,0,2,0,0,13,0,0,0,0,9,0,,5,0,50,0,33,
4. 301-400m,6,18,1,0,0,0,50,3,28,10,5,0,15,0,12,0,6,0,8,5,,0,5,38,22,0,19,7,4,0,2,0,3,0,2,6,0,3,6,0,0,50,0,0,,11,25,0,100,0,
"In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,71,39,12,16,64,47,24,92,51,62,98,62,54,88,64,42,68,38,50,73,63,91,79,68,59,49,45,90,82,16,95,45,68,91,97,83,81,92,38,100,94,43,28,18,3,74,7,84,36,3,63
Yes,28,59,88,84,36,53,76,8,49,37,2,38,45,10,36,58,32,62,50,26,37,9,21,32,40,51,55,10,18,83,5,55,32,9,3,17,19,6,61,0,6,57,72,81,97,26,93,11,58,97,37
Don't know,1,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,5,3,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
How would you describe the quality of the drinking water from the main source your household used during the last 30 days? ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5. Water causes health issues (like diarrhea),1,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,8,16,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. Water is discoloured,3,2,0,0,1,15,24,0,0,0,0,0,0,0,2,12,0,14,22,0,0,0,0,2,4,12,0,0,2,24,0,32,0,0,0,0,6,0,33,0,0,13,36,1,0,0,54,0,33,0,0
1. Water is fine to drink ,77,87,100,100,42,13,10,71,93,57,85,72,58,100,73,86,95,61,51,94,98,98,97,82,71,85,90,97,92,75,98,66,88,100,91,90,79,94,34,88,99,83,28,45,55,100,46,100,9,29,100
3. Smell is not good ,1,1,0,0,1,17,19,0,0,0,0,0,2,0,1,4,0,3,2,0,0,0,1,0,0,9,0,0,3,2,0,26,0,0,0,0,4,0,0,0,0,0,28,1,0,0,0,0,33,0,0
2. Taste is not good ,21,12,0,0,55,75,71,29,7,43,15,25,39,0,22,6,5,33,30,4,2,1,2,18,28,13,10,2,7,2,2,29,12,0,9,10,17,6,47,12,1,4,49,54,45,0,3,0,67,71,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What methods does your household use, if any, to improve the quality of its drinking water?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Don't know,3,0,,,0,0,0,0,0,0,0,0,0,,0,0,20,2,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,27,0,0,0,0,0,0,0,0,,0,,7,0,
Prefer not to answer,1,0,,,0,0,0,0,0,0,0,0,0,,0,25,0,0,0,14,0,0,0,0,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,5,,0,0,
2. Boiling,6,0,,,0,2,5,0,0,8,0,0,4,,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,25,,0,38,0,20,2,0,0,0,0,5,3,,5,,3,9,
Other (specify),0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,
"3. Disinfection (tablets, iodine, etc.)",7,0,,,0,0,5,0,0,0,0,0,2,,0,0,0,5,34,0,0,0,0,0,0,0,0,33,12,30,0,0,0,,0,0,7,0,46,0,0,0,68,0,0,,24,,3,2,
4. Water filters,48,38,,,53,85,53,100,17,49,78,55,28,,96,50,40,17,80,29,0,0,100,100,75,92,50,33,0,59,0,92,0,,89,38,33,20,78,33,0,100,97,44,3,,49,,83,44,
1. No treatment methods used,36,62,,,47,13,39,0,83,43,22,45,66,,4,25,20,76,4,43,100,100,0,0,21,8,50,33,88,7,100,8,75,,11,25,40,60,3,67,100,0,0,54,94,,30,,10,44,
"Over the past 7 days, on how many days did your household have access to water from the public network?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. Every day (7 days),45,29,0,0,46,25,21,47,49,37,52,97,33,88,14,4,4,17,15,12,99,18,12,12,21,33,43,66,53,0,0,8,2,33,86,79,68,92,21,8,86,13,17,14,5,5,0,84,15,2,100
2. Most days (4-6 days),19,66,25,24,30,74,76,15,49,18,7,0,22,10,78,46,0,38,13,12,1,77,0,78,66,65,52,14,34,28,4,92,0,59,11,13,14,6,7,4,8,87,2,57,88,4,38,5,76,57,0
3. Rarely (1-3 days),19,5,75,76,15,0,2,23,2,32,20,3,38,0,8,39,2,45,54,18,0,5,0,9,13,2,5,12,11,58,23,0,4,7,0,1,17,1,62,33,6,0,70,26,7,53,56,11,9,41,0
4. Not at all (0 days),16,0,0,0,9,0,0,16,0,9,18,0,5,2,0,12,93,0,17,55,0,0,87,1,0,0,0,8,2,13,73,0,94,0,3,6,1,1,9,46,0,0,11,3,0,38,6,0,0,0,0
Don't know,1,0,0,0,0,2,0,0,0,3,3,0,1,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
What kind of toilet(s) does your household have access to inside its shelter or within easy reach?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2. Pour toilet (Arabic or Western),24,42,91,97,58,15,12,2,38,33,3,31,34,2,26,74,29,15,23,33,30,42,38,8,40,84,32,8,10,83,20,68,69,33,6,9,58,5,10,4,92,74,17,23,82,31,85,21,9,27,54
1. Flush toilet (Arabic or Western),85,75,100,93,42,87,88,98,90,68,97,69,67,98,96,67,87,88,95,87,66,68,96,99,91,16,87,100,93,38,92,34,81,89,98,94,56,99,98,100,25,26,91,100,26,79,26,95,94,68,61
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. Dry pit latrine (without water),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,12,0,0,6,4
